RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,period_date,home_value
2339,32,Hennepin County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,53,1/31/2000,145777.92359282266
1349,126,Ramsey County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,123,1/31/2000,121718.48764292622
971,162,Dakota County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,37,1/31/2000,155194.30036752086
373,198,Anoka County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,3,1/31/2000,131602.8669776278
3061,264,Washington County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,163,1/31/2000,170078.2523628589
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,1/31/2000,
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,1/31/2000,123147.38113731904
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,1/31/2000,
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,1/31/2000,175284.5847184643
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,1/31/2000,150579.63003279283
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,1/31/2000,209633.0250846017
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,1/31/2000,143539.69859991458
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,1/31/2000,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,1/31/2000,
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,1/31/2000,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,1/31/2000,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,1/31/2000,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,1/31/2000,116179.70311122396
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,1/31/2000,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,1/31/2000,
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,1/31/2000,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,1/31/2000,
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,1/31/2000,
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,1/31/2000,
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,1/31/2000,95391.49373486426
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,1/31/2000,68231.61168681501
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,1/31/2000,
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,1/31/2000,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,1/31/2000,
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,1/31/2000,
862,1333,Becker County,county,MN,MN,,27,5,1/31/2000,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,1/31/2000,
2446,1371,Morrison County,county,MN,MN,,27,97,1/31/2000,80419.15757596598
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,1/31/2000,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,1/31/2000,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,1/31/2000,
282,1494,Pine County,county,MN,MN,,27,115,1/31/2000,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,1/31/2000,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,1/31/2000,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,1/31/2000,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,1/31/2000,
320,1639,Todd County,county,MN,MN,,27,153,1/31/2000,
1193,1720,Meeker County,county,MN,MN,,27,93,1/31/2000,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,1/31/2000,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,1/31/2000,
1786,1813,Hubbard County,county,MN,MN,,27,57,1/31/2000,94016.25832987044
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,1/31/2000,105619.75962380748
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,1/31/2000,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,1/31/2000,
1484,1933,Waseca County,county,MN,MN,,27,161,1/31/2000,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,1/31/2000,
1831,2098,Kanabec County,county,MN,MN,,27,65,1/31/2000,
822,2112,Aitkin County,county,MN,MN,,27,1,1/31/2000,
1995,2133,Redwood County,county,MN,MN,,27,127,1/31/2000,
1359,2138,Roseau County,county,MN,MN,,27,135,1/31/2000,
1390,2158,Sibley County,county,MN,MN,,27,143,1/31/2000,
2498,2172,Renville County,county,MN,MN,,27,129,1/31/2000,
2996,2219,Pennington County,county,MN,MN,,27,113,1/31/2000,
1463,2223,Wadena County,county,MN,MN,,27,159,1/31/2000,
2697,2231,Faribault County,county,MN,MN,,27,43,1/31/2000,
2200,2310,Chippewa County,county,MN,MN,,27,23,1/31/2000,
3098,2342,Koochiching County,county,MN,MN,,27,71,1/31/2000,
2906,2386,Cottonwood County,county,MN,MN,,27,33,1/31/2000,
2595,2408,Watonwan County,county,MN,MN,,27,165,1/31/2000,
298,2409,Pope County,county,MN,MN,,27,121,1/31/2000,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,1/31/2000,
1803,2484,Jackson County,county,MN,MN,,27,63,1/31/2000,
740,2505,Swift County,county,MN,MN,,27,151,1/31/2000,
306,2509,Rock County,county,MN,MN,,27,133,1/31/2000,
2041,2512,Stevens County,county,MN,MN,,27,149,1/31/2000,
3264,2519,Yellow Medicine County,county,MN,MN,,27,173,1/31/2000,
2826,2542,Pipestone County,county,MN,MN,,27,117,1/31/2000,
2411,2559,Marshall County,county,MN,MN,,27,89,1/31/2000,
2904,2607,Clearwater County,county,MN,MN,,27,29,1/31/2000,
1249,2644,Murray County,county,MN,MN,,27,101,1/31/2000,
3212,2757,Lac Qui Parle County,county,MN,MN,,27,73,1/31/2000,
1269,2775,Norman County,county,MN,MN,,27,107,1/31/2000,
1493,2776,Wilkin County,county,MN,MN,"Wahpeton, ND-MN",27,167,1/31/2000,
535,2811,Grant County,county,MN,MN,,27,51,1/31/2000,
1871,2842,Lincoln County,county,MN,MN,,27,81,1/31/2000,
140,2850,Cook County,county,MN,MN,,27,31,1/31/2000,
2398,2865,Mahnomen County,county,MN,MN,,27,87,1/31/2000,
2630,2892,Big Stone County,county,MN,MN,,27,11,1/31/2000,
1841,2951,Kittson County,county,MN,MN,,27,69,1/31/2000,
2497,2974,Red Lake County,county,MN,MN,,27,125,1/31/2000,
3275,2981,Lake of the Woods County,county,MN,MN,,27,77,1/31/2000,
2580,3016,Traverse County,county,MN,MN,,27,155,1/31/2000,
2339,32,Hennepin County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,53,2/29/2000,146395.53704155766
1349,126,Ramsey County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,123,2/29/2000,122120.82978585022
971,162,Dakota County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,37,2/29/2000,155647.6623839527
373,198,Anoka County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,3,2/29/2000,131856.29139706012
3061,264,Washington County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,163,2/29/2000,170375.30125309806
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,2/29/2000,
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,2/29/2000,123543.5084329143
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,2/29/2000,
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,2/29/2000,176034.5443825344
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,2/29/2000,151043.82730701842
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,2/29/2000,210640.0697495173
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,2/29/2000,144196.4376464191
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,2/29/2000,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,2/29/2000,
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,2/29/2000,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,2/29/2000,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,2/29/2000,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,2/29/2000,116442.68104111849
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,2/29/2000,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,2/29/2000,
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,2/29/2000,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,2/29/2000,
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,2/29/2000,
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,2/29/2000,
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,2/29/2000,95722.09091440115
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,2/29/2000,68424.66460460964
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,2/29/2000,
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,2/29/2000,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,2/29/2000,
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,2/29/2000,
862,1333,Becker County,county,MN,MN,,27,5,2/29/2000,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,2/29/2000,
2446,1371,Morrison County,county,MN,MN,,27,97,2/29/2000,80722.29671922678
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,2/29/2000,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,2/29/2000,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,2/29/2000,
282,1494,Pine County,county,MN,MN,,27,115,2/29/2000,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,2/29/2000,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,2/29/2000,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,2/29/2000,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,2/29/2000,
320,1639,Todd County,county,MN,MN,,27,153,2/29/2000,
1193,1720,Meeker County,county,MN,MN,,27,93,2/29/2000,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,2/29/2000,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,2/29/2000,
1786,1813,Hubbard County,county,MN,MN,,27,57,2/29/2000,94339.42917037744
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,2/29/2000,105841.82762418943
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,2/29/2000,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,2/29/2000,
1484,1933,Waseca County,county,MN,MN,,27,161,2/29/2000,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,2/29/2000,
1831,2098,Kanabec County,county,MN,MN,,27,65,2/29/2000,
822,2112,Aitkin County,county,MN,MN,,27,1,2/29/2000,
1995,2133,Redwood County,county,MN,MN,,27,127,2/29/2000,
1359,2138,Roseau County,county,MN,MN,,27,135,2/29/2000,
1390,2158,Sibley County,county,MN,MN,,27,143,2/29/2000,
2498,2172,Renville County,county,MN,MN,,27,129,2/29/2000,
2996,2219,Pennington County,county,MN,MN,,27,113,2/29/2000,
1463,2223,Wadena County,county,MN,MN,,27,159,2/29/2000,
2697,2231,Faribault County,county,MN,MN,,27,43,2/29/2000,
2200,2310,Chippewa County,county,MN,MN,,27,23,2/29/2000,
3098,2342,Koochiching County,county,MN,MN,,27,71,2/29/2000,
2906,2386,Cottonwood County,county,MN,MN,,27,33,2/29/2000,
2595,2408,Watonwan County,county,MN,MN,,27,165,2/29/2000,
298,2409,Pope County,county,MN,MN,,27,121,2/29/2000,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,2/29/2000,
1803,2484,Jackson County,county,MN,MN,,27,63,2/29/2000,
740,2505,Swift County,county,MN,MN,,27,151,2/29/2000,
306,2509,Rock County,county,MN,MN,,27,133,2/29/2000,
2041,2512,Stevens County,county,MN,MN,,27,149,2/29/2000,
3264,2519,Yellow Medicine County,county,MN,MN,,27,173,2/29/2000,
2826,2542,Pipestone County,county,MN,MN,,27,117,2/29/2000,
2411,2559,Marshall County,county,MN,MN,,27,89,2/29/2000,
2904,2607,Clearwater County,county,MN,MN,,27,29,2/29/2000,
1249,2644,Murray County,county,MN,MN,,27,101,2/29/2000,
3212,2757,Lac Qui Parle County,county,MN,MN,,27,73,2/29/2000,
1269,2775,Norman County,county,MN,MN,,27,107,2/29/2000,
1493,2776,Wilkin County,county,MN,MN,"Wahpeton, ND-MN",27,167,2/29/2000,
535,2811,Grant County,county,MN,MN,,27,51,2/29/2000,
1871,2842,Lincoln County,county,MN,MN,,27,81,2/29/2000,
140,2850,Cook County,county,MN,MN,,27,31,2/29/2000,
2398,2865,Mahnomen County,county,MN,MN,,27,87,2/29/2000,
2630,2892,Big Stone County,county,MN,MN,,27,11,2/29/2000,
1841,2951,Kittson County,county,MN,MN,,27,69,2/29/2000,
2497,2974,Red Lake County,county,MN,MN,,27,125,2/29/2000,
3275,2981,Lake of the Woods County,county,MN,MN,,27,77,2/29/2000,
2580,3016,Traverse County,county,MN,MN,,27,155,2/29/2000,
2339,32,Hennepin County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,53,3/31/2000,146860.94611105786
1349,126,Ramsey County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,123,3/31/2000,122383.96767630833
971,162,Dakota County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,37,3/31/2000,156098.75846867354
373,198,Anoka County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,3,3/31/2000,132274.80906400763
3061,264,Washington County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,163,3/31/2000,170720.94554623825
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,3/31/2000,
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,3/31/2000,123993.30778792832
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,3/31/2000,
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,3/31/2000,176862.60338239235
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,3/31/2000,151672.13286263778
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,3/31/2000,211528.0561012241
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,3/31/2000,144824.9261624016
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,3/31/2000,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,3/31/2000,
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,3/31/2000,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,3/31/2000,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,3/31/2000,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,3/31/2000,116885.50767729284
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,3/31/2000,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,3/31/2000,
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,3/31/2000,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,3/31/2000,
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,3/31/2000,
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,3/31/2000,
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,3/31/2000,96088.32949462428
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,3/31/2000,68687.78795381558
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,3/31/2000,
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,3/31/2000,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,3/31/2000,
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,3/31/2000,
862,1333,Becker County,county,MN,MN,,27,5,3/31/2000,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,3/31/2000,
2446,1371,Morrison County,county,MN,MN,,27,97,3/31/2000,80962.49521125086
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,3/31/2000,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,3/31/2000,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,3/31/2000,
282,1494,Pine County,county,MN,MN,,27,115,3/31/2000,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,3/31/2000,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,3/31/2000,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,3/31/2000,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,3/31/2000,
320,1639,Todd County,county,MN,MN,,27,153,3/31/2000,
1193,1720,Meeker County,county,MN,MN,,27,93,3/31/2000,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,3/31/2000,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,3/31/2000,
1786,1813,Hubbard County,county,MN,MN,,27,57,3/31/2000,94942.45865271182
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,3/31/2000,106294.32329411588
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,3/31/2000,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,3/31/2000,
1484,1933,Waseca County,county,MN,MN,,27,161,3/31/2000,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,3/31/2000,
1831,2098,Kanabec County,county,MN,MN,,27,65,3/31/2000,
822,2112,Aitkin County,county,MN,MN,,27,1,3/31/2000,
1995,2133,Redwood County,county,MN,MN,,27,127,3/31/2000,
1359,2138,Roseau County,county,MN,MN,,27,135,3/31/2000,
1390,2158,Sibley County,county,MN,MN,,27,143,3/31/2000,
2498,2172,Renville County,county,MN,MN,,27,129,3/31/2000,
2996,2219,Pennington County,county,MN,MN,,27,113,3/31/2000,
1463,2223,Wadena County,county,MN,MN,,27,159,3/31/2000,
2697,2231,Faribault County,county,MN,MN,,27,43,3/31/2000,
2200,2310,Chippewa County,county,MN,MN,,27,23,3/31/2000,
3098,2342,Koochiching County,county,MN,MN,,27,71,3/31/2000,
2906,2386,Cottonwood County,county,MN,MN,,27,33,3/31/2000,
2595,2408,Watonwan County,county,MN,MN,,27,165,3/31/2000,
298,2409,Pope County,county,MN,MN,,27,121,3/31/2000,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,3/31/2000,
1803,2484,Jackson County,county,MN,MN,,27,63,3/31/2000,
740,2505,Swift County,county,MN,MN,,27,151,3/31/2000,
306,2509,Rock County,county,MN,MN,,27,133,3/31/2000,
2041,2512,Stevens County,county,MN,MN,,27,149,3/31/2000,
3264,2519,Yellow Medicine County,county,MN,MN,,27,173,3/31/2000,
2826,2542,Pipestone County,county,MN,MN,,27,117,3/31/2000,
2411,2559,Marshall County,county,MN,MN,,27,89,3/31/2000,
2904,2607,Clearwater County,county,MN,MN,,27,29,3/31/2000,
1249,2644,Murray County,county,MN,MN,,27,101,3/31/2000,
3212,2757,Lac Qui Parle County,county,MN,MN,,27,73,3/31/2000,
1269,2775,Norman County,county,MN,MN,,27,107,3/31/2000,
1493,2776,Wilkin County,county,MN,MN,"Wahpeton, ND-MN",27,167,3/31/2000,
535,2811,Grant County,county,MN,MN,,27,51,3/31/2000,
1871,2842,Lincoln County,county,MN,MN,,27,81,3/31/2000,
140,2850,Cook County,county,MN,MN,,27,31,3/31/2000,
2398,2865,Mahnomen County,county,MN,MN,,27,87,3/31/2000,
2630,2892,Big Stone County,county,MN,MN,,27,11,3/31/2000,
1841,2951,Kittson County,county,MN,MN,,27,69,3/31/2000,
2497,2974,Red Lake County,county,MN,MN,,27,125,3/31/2000,
3275,2981,Lake of the Woods County,county,MN,MN,,27,77,3/31/2000,
2580,3016,Traverse County,county,MN,MN,,27,155,3/31/2000,
2339,32,Hennepin County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,53,4/30/2000,148030.37253494677
1349,126,Ramsey County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,123,4/30/2000,123143.15250270088
971,162,Dakota County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,37,4/30/2000,157060.8807967529
373,198,Anoka County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,3,4/30/2000,133273.04287291408
3061,264,Washington County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,163,4/30/2000,171665.15701802995
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,4/30/2000,
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,4/30/2000,125061.4231905004
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,4/30/2000,
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,4/30/2000,178555.9763094919
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,4/30/2000,153035.54268473943
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,4/30/2000,213531.7004933718
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,4/30/2000,146191.9653077732
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,4/30/2000,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,4/30/2000,
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,4/30/2000,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,4/30/2000,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,4/30/2000,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,4/30/2000,117728.67532460488
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,4/30/2000,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,4/30/2000,
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,4/30/2000,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,4/30/2000,
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,4/30/2000,
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,4/30/2000,
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,4/30/2000,96737.27405217628
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,4/30/2000,69339.72825499141
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,4/30/2000,
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,4/30/2000,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,4/30/2000,
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,4/30/2000,
862,1333,Becker County,county,MN,MN,,27,5,4/30/2000,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,4/30/2000,
2446,1371,Morrison County,county,MN,MN,,27,97,4/30/2000,81651.69290041499
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,4/30/2000,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,4/30/2000,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,4/30/2000,
282,1494,Pine County,county,MN,MN,,27,115,4/30/2000,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,4/30/2000,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,4/30/2000,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,4/30/2000,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,4/30/2000,
320,1639,Todd County,county,MN,MN,,27,153,4/30/2000,
1193,1720,Meeker County,county,MN,MN,,27,93,4/30/2000,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,4/30/2000,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,4/30/2000,
1786,1813,Hubbard County,county,MN,MN,,27,57,4/30/2000,96189.30337789484
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,4/30/2000,107247.5653352993
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,4/30/2000,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,4/30/2000,
1484,1933,Waseca County,county,MN,MN,,27,161,4/30/2000,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,4/30/2000,
1831,2098,Kanabec County,county,MN,MN,,27,65,4/30/2000,
822,2112,Aitkin County,county,MN,MN,,27,1,4/30/2000,
1995,2133,Redwood County,county,MN,MN,,27,127,4/30/2000,
1359,2138,Roseau County,county,MN,MN,,27,135,4/30/2000,
1390,2158,Sibley County,county,MN,MN,,27,143,4/30/2000,
2498,2172,Renville County,county,MN,MN,,27,129,4/30/2000,
2996,2219,Pennington County,county,MN,MN,,27,113,4/30/2000,
1463,2223,Wadena County,county,MN,MN,,27,159,4/30/2000,
2697,2231,Faribault County,county,MN,MN,,27,43,4/30/2000,
2200,2310,Chippewa County,county,MN,MN,,27,23,4/30/2000,
3098,2342,Koochiching County,county,MN,MN,,27,71,4/30/2000,
2906,2386,Cottonwood County,county,MN,MN,,27,33,4/30/2000,
2595,2408,Watonwan County,county,MN,MN,,27,165,4/30/2000,
298,2409,Pope County,county,MN,MN,,27,121,4/30/2000,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,4/30/2000,
1803,2484,Jackson County,county,MN,MN,,27,63,4/30/2000,
740,2505,Swift County,county,MN,MN,,27,151,4/30/2000,
306,2509,Rock County,county,MN,MN,,27,133,4/30/2000,
2041,2512,Stevens County,county,MN,MN,,27,149,4/30/2000,
3264,2519,Yellow Medicine County,county,MN,MN,,27,173,4/30/2000,
