RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,period_date,home_value
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,8/31/2005,119775.93777348404
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,8/31/2005,160721.01083292966
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,8/31/2005,184884.57008773077
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,8/31/2005,283255.46006387164
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,8/31/2005,240335.1583779927
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,8/31/2005,326974.1825943832
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,8/31/2005,234466.05042459976
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,8/31/2005,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,8/31/2005,191021.2337636097
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,8/31/2005,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,8/31/2005,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,8/31/2005,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,8/31/2005,191420.76239917648
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,8/31/2005,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,8/31/2005,171696.02630240968
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,8/31/2005,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,8/31/2005,139821.6179540441
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,8/31/2005,
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,8/31/2005,169373.44753041468
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,8/31/2005,155311.6330070042
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,8/31/2005,99965.1148706252
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,8/31/2005,193015.1069439278
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,8/31/2005,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,8/31/2005,141802.81180264585
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,8/31/2005,
862,1333,Becker County,county,MN,MN,,27,5,8/31/2005,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,8/31/2005,181984.1436239937
2446,1371,Morrison County,county,MN,MN,,27,97,8/31/2005,141338.84251408896
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,8/31/2005,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,8/31/2005,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,8/31/2005,
282,1494,Pine County,county,MN,MN,,27,115,8/31/2005,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,8/31/2005,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,8/31/2005,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,8/31/2005,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,8/31/2005,
320,1639,Todd County,county,MN,MN,,27,153,8/31/2005,135485.5044938281
1193,1720,Meeker County,county,MN,MN,,27,93,8/31/2005,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,8/31/2005,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,8/31/2005,
1786,1813,Hubbard County,county,MN,MN,,27,57,8/31/2005,161996.4685326007
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,8/31/2005,161314.78736616153
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,8/31/2005,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,8/31/2005,
1484,1933,Waseca County,county,MN,MN,,27,161,8/31/2005,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,8/31/2005,
1831,2098,Kanabec County,county,MN,MN,,27,65,8/31/2005,124340.9799694402
822,2112,Aitkin County,county,MN,MN,,27,1,8/31/2005,
1995,2133,Redwood County,county,MN,MN,,27,127,8/31/2005,
1359,2138,Roseau County,county,MN,MN,,27,135,8/31/2005,
1390,2158,Sibley County,county,MN,MN,,27,143,8/31/2005,
2498,2172,Renville County,county,MN,MN,,27,129,8/31/2005,
2996,2219,Pennington County,county,MN,MN,,27,113,8/31/2005,
1463,2223,Wadena County,county,MN,MN,,27,159,8/31/2005,
2697,2231,Faribault County,county,MN,MN,,27,43,8/31/2005,
2200,2310,Chippewa County,county,MN,MN,,27,23,8/31/2005,
3098,2342,Koochiching County,county,MN,MN,,27,71,8/31/2005,
2906,2386,Cottonwood County,county,MN,MN,,27,33,8/31/2005,
2595,2408,Watonwan County,county,MN,MN,,27,165,8/31/2005,
298,2409,Pope County,county,MN,MN,,27,121,8/31/2005,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,8/31/2005,
1803,2484,Jackson County,county,MN,MN,,27,63,8/31/2005,
740,2505,Swift County,county,MN,MN,,27,151,8/31/2005,
306,2509,Rock County,county,MN,MN,,27,133,8/31/2005,124252.44472430972
2041,2512,Stevens County,county,MN,MN,,27,149,8/31/2005,
3264,2519,Yellow Medicine County,county,MN,MN,,27,173,8/31/2005,
2826,2542,Pipestone County,county,MN,MN,,27,117,8/31/2005,
2411,2559,Marshall County,county,MN,MN,,27,89,8/31/2005,
2904,2607,Clearwater County,county,MN,MN,,27,29,8/31/2005,
1249,2644,Murray County,county,MN,MN,,27,101,8/31/2005,
3212,2757,Lac Qui Parle County,county,MN,MN,,27,73,8/31/2005,
1269,2775,Norman County,county,MN,MN,,27,107,8/31/2005,
1493,2776,Wilkin County,county,MN,MN,"Wahpeton, ND-MN",27,167,8/31/2005,
535,2811,Grant County,county,MN,MN,,27,51,8/31/2005,
1871,2842,Lincoln County,county,MN,MN,,27,81,8/31/2005,
140,2850,Cook County,county,MN,MN,,27,31,8/31/2005,
2398,2865,Mahnomen County,county,MN,MN,,27,87,8/31/2005,
2630,2892,Big Stone County,county,MN,MN,,27,11,8/31/2005,
1841,2951,Kittson County,county,MN,MN,,27,69,8/31/2005,
2497,2974,Red Lake County,county,MN,MN,,27,125,8/31/2005,
3275,2981,Lake of the Woods County,county,MN,MN,,27,77,8/31/2005,
2580,3016,Traverse County,county,MN,MN,,27,155,8/31/2005,
2339,32,Hennepin County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,53,9/30/2005,251949.1795639455
1349,126,Ramsey County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,123,9/30/2005,216892.16487421733
971,162,Dakota County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,37,9/30/2005,252697.7250062636
373,198,Anoka County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,3,9/30/2005,220669.67045185427
3061,264,Washington County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,163,9/30/2005,277472.78536777344
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,9/30/2005,120667.45942806352
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,9/30/2005,161028.78955859086
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,9/30/2005,185642.02982091127
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,9/30/2005,284598.3611997752
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,9/30/2005,241678.7579921421
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,9/30/2005,328509.6347354954
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,9/30/2005,235619.19944608808
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,9/30/2005,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,9/30/2005,193147.46091432465
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,9/30/2005,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,9/30/2005,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,9/30/2005,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,9/30/2005,192838.7955914792
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,9/30/2005,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,9/30/2005,172687.4180372462
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,9/30/2005,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,9/30/2005,140170.4635472541
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,9/30/2005,
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,9/30/2005,169482.98814205473
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,9/30/2005,156117.1595923356
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,9/30/2005,100247.14765830291
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,9/30/2005,193401.53627990632
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,9/30/2005,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,9/30/2005,142710.42205606468
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,9/30/2005,
862,1333,Becker County,county,MN,MN,,27,5,9/30/2005,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,9/30/2005,182626.11115812603
2446,1371,Morrison County,county,MN,MN,,27,97,9/30/2005,142227.6317379039
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,9/30/2005,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,9/30/2005,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,9/30/2005,
282,1494,Pine County,county,MN,MN,,27,115,9/30/2005,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,9/30/2005,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,9/30/2005,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,9/30/2005,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,9/30/2005,
320,1639,Todd County,county,MN,MN,,27,153,9/30/2005,136257.80144825627
1193,1720,Meeker County,county,MN,MN,,27,93,9/30/2005,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,9/30/2005,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,9/30/2005,
1786,1813,Hubbard County,county,MN,MN,,27,57,9/30/2005,162866.32969555535
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,9/30/2005,161490.56219946887
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,9/30/2005,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,9/30/2005,
1484,1933,Waseca County,county,MN,MN,,27,161,9/30/2005,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,9/30/2005,
1831,2098,Kanabec County,county,MN,MN,,27,65,9/30/2005,124900.54855000944
822,2112,Aitkin County,county,MN,MN,,27,1,9/30/2005,
1995,2133,Redwood County,county,MN,MN,,27,127,9/30/2005,
1359,2138,Roseau County,county,MN,MN,,27,135,9/30/2005,
1390,2158,Sibley County,county,MN,MN,,27,143,9/30/2005,
2498,2172,Renville County,county,MN,MN,,27,129,9/30/2005,
2996,2219,Pennington County,county,MN,MN,,27,113,9/30/2005,
1463,2223,Wadena County,county,MN,MN,,27,159,9/30/2005,
2697,2231,Faribault County,county,MN,MN,,27,43,9/30/2005,
2200,2310,Chippewa County,county,MN,MN,,27,23,9/30/2005,
3098,2342,Koochiching County,county,MN,MN,,27,71,9/30/2005,
2906,2386,Cottonwood County,county,MN,MN,,27,33,9/30/2005,
2595,2408,Watonwan County,county,MN,MN,,27,165,9/30/2005,
298,2409,Pope County,county,MN,MN,,27,121,9/30/2005,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,9/30/2005,
1803,2484,Jackson County,county,MN,MN,,27,63,9/30/2005,
740,2505,Swift County,county,MN,MN,,27,151,9/30/2005,
306,2509,Rock County,county,MN,MN,,27,133,9/30/2005,124777.86997459776
2041,2512,Stevens County,county,MN,MN,,27,149,9/30/2005,
3264,2519,Yellow Medicine County,county,MN,MN,,27,173,9/30/2005,
2826,2542,Pipestone County,county,MN,MN,,27,117,9/30/2005,
2411,2559,Marshall County,county,MN,MN,,27,89,9/30/2005,
2904,2607,Clearwater County,county,MN,MN,,27,29,9/30/2005,
1249,2644,Murray County,county,MN,MN,,27,101,9/30/2005,
3212,2757,Lac Qui Parle County,county,MN,MN,,27,73,9/30/2005,
1269,2775,Norman County,county,MN,MN,,27,107,9/30/2005,
1493,2776,Wilkin County,county,MN,MN,"Wahpeton, ND-MN",27,167,9/30/2005,
535,2811,Grant County,county,MN,MN,,27,51,9/30/2005,
1871,2842,Lincoln County,county,MN,MN,,27,81,9/30/2005,
140,2850,Cook County,county,MN,MN,,27,31,9/30/2005,
2398,2865,Mahnomen County,county,MN,MN,,27,87,9/30/2005,
2630,2892,Big Stone County,county,MN,MN,,27,11,9/30/2005,
1841,2951,Kittson County,county,MN,MN,,27,69,9/30/2005,
2497,2974,Red Lake County,county,MN,MN,,27,125,9/30/2005,
3275,2981,Lake of the Woods County,county,MN,MN,,27,77,9/30/2005,
2580,3016,Traverse County,county,MN,MN,,27,155,9/30/2005,
2339,32,Hennepin County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,53,10/31/2005,252443.97713913865
1349,126,Ramsey County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,123,10/31/2005,217816.0811343204
971,162,Dakota County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,37,10/31/2005,253454.02017497653
373,198,Anoka County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,3,10/31/2005,221429.3659942724
3061,264,Washington County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,163,10/31/2005,278886.6313057407
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,10/31/2005,121751.28706349616
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,10/31/2005,161443.48864714647
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,10/31/2005,186409.2519693793
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,10/31/2005,285776.68699895806
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,10/31/2005,242970.75835809635
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,10/31/2005,330222.2904852102
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,10/31/2005,236785.11752446764
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,10/31/2005,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,10/31/2005,194389.69088796768
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,10/31/2005,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,10/31/2005,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,10/31/2005,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,10/31/2005,194199.02152353004
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,10/31/2005,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,10/31/2005,173792.2570216677
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,10/31/2005,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,10/31/2005,140712.6269306848
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,10/31/2005,168374.4205098371
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,10/31/2005,169548.5587870607
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,10/31/2005,156863.3637623297
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,10/31/2005,100604.26655528723
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,10/31/2005,193792.6940458452
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,10/31/2005,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,10/31/2005,143459.3674570966
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,10/31/2005,
862,1333,Becker County,county,MN,MN,,27,5,10/31/2005,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,10/31/2005,183395.61682559745
2446,1371,Morrison County,county,MN,MN,,27,97,10/31/2005,143344.2816410461
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,10/31/2005,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,10/31/2005,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,10/31/2005,
282,1494,Pine County,county,MN,MN,,27,115,10/31/2005,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,10/31/2005,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,10/31/2005,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,10/31/2005,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,10/31/2005,
320,1639,Todd County,county,MN,MN,,27,153,10/31/2005,137075.3526767851
1193,1720,Meeker County,county,MN,MN,,27,93,10/31/2005,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,10/31/2005,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,10/31/2005,
1786,1813,Hubbard County,county,MN,MN,,27,57,10/31/2005,163866.96662971843
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,10/31/2005,161783.2513622645
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,10/31/2005,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,10/31/2005,
1484,1933,Waseca County,county,MN,MN,,27,161,10/31/2005,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,10/31/2005,
1831,2098,Kanabec County,county,MN,MN,,27,65,10/31/2005,125624.66441090943
822,2112,Aitkin County,county,MN,MN,,27,1,10/31/2005,
1995,2133,Redwood County,county,MN,MN,,27,127,10/31/2005,
1359,2138,Roseau County,county,MN,MN,,27,135,10/31/2005,
1390,2158,Sibley County,county,MN,MN,,27,143,10/31/2005,
2498,2172,Renville County,county,MN,MN,,27,129,10/31/2005,
2996,2219,Pennington County,county,MN,MN,,27,113,10/31/2005,
1463,2223,Wadena County,county,MN,MN,,27,159,10/31/2005,
2697,2231,Faribault County,county,MN,MN,,27,43,10/31/2005,
2200,2310,Chippewa County,county,MN,MN,,27,23,10/31/2005,
3098,2342,Koochiching County,county,MN,MN,,27,71,10/31/2005,
2906,2386,Cottonwood County,county,MN,MN,,27,33,10/31/2005,
2595,2408,Watonwan County,county,MN,MN,,27,165,10/31/2005,
298,2409,Pope County,county,MN,MN,,27,121,10/31/2005,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,10/31/2005,
1803,2484,Jackson County,county,MN,MN,,27,63,10/31/2005,
740,2505,Swift County,county,MN,MN,,27,151,10/31/2005,
306,2509,Rock County,county,MN,MN,,27,133,10/31/2005,125229.55330475036
2041,2512,Stevens County,county,MN,MN,,27,149,10/31/2005,
3264,2519,Yellow Medicine County,county,MN,MN,,27,173,10/31/2005,
2826,2542,Pipestone County,county,MN,MN,,27,117,10/31/2005,
2411,2559,Marshall County,county,MN,MN,,27,89,10/31/2005,
2904,2607,Clearwater County,county,MN,MN,,27,29,10/31/2005,
1249,2644,Murray County,county,MN,MN,,27,101,10/31/2005,
3212,2757,Lac Qui Parle County,county,MN,MN,,27,73,10/31/2005,
1269,2775,Norman County,county,MN,MN,,27,107,10/31/2005,
1493,2776,Wilkin County,county,MN,MN,"Wahpeton, ND-MN",27,167,10/31/2005,
535,2811,Grant County,county,MN,MN,,27,51,10/31/2005,
1871,2842,Lincoln County,county,MN,MN,,27,81,10/31/2005,
140,2850,Cook County,county,MN,MN,,27,31,10/31/2005,
2398,2865,Mahnomen County,county,MN,MN,,27,87,10/31/2005,
2630,2892,Big Stone County,county,MN,MN,,27,11,10/31/2005,
1841,2951,Kittson County,county,MN,MN,,27,69,10/31/2005,
2497,2974,Red Lake County,county,MN,MN,,27,125,10/31/2005,
3275,2981,Lake of the Woods County,county,MN,MN,,27,77,10/31/2005,
2580,3016,Traverse County,county,MN,MN,,27,155,10/31/2005,
2339,32,Hennepin County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,53,11/30/2005,253299.74869666927
1349,126,Ramsey County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,123,11/30/2005,219201.91852316837
971,162,Dakota County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,37,11/30/2005,254304.0533711723
373,198,Anoka County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,3,11/30/2005,222191.01391629135
3061,264,Washington County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,163,11/30/2005,280174.1847285084
3129,340,Saint Louis County,county,MN,MN,"Duluth, MN-WI",27,137,11/30/2005,122725.46416659132
1951,415,Olmsted County,county,MN,MN,"Rochester, MN",27,109,11/30/2005,161827.31105401757
2037,426,Stearns County,county,MN,MN,"St. Cloud, MN",27,145,11/30/2005,186850.26143793092
711,450,Scott County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,139,11/30/2005,286935.0810862928
1500,469,Wright County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,171,11/30/2005,244238.8250168678
924,579,Carver County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,19,11/30/2005,331692.5271142395
2846,630,Sherburne County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,141,11/30/2005,238169.87080236815
2891,788,Blue Earth County,county,MN,MN,"Mankato, MN",27,13,11/30/2005,
304,813,Rice County,county,MN,MN,"Faribault-Northfield, MN",27,131,11/30/2005,195230.64581569235
2675,823,Crow Wing County,county,MN,MN,"Brainerd, MN",27,35,11/30/2005,
125,834,Clay County,county,MN,MN,"Fargo, ND-MN",27,27,11/30/2005,
2992,886,Otter Tail County,county,MN,MN,"Fergus Falls, MN",27,111,11/30/2005,
1615,920,Chisago County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,25,11/30/2005,195306.70775643177
1498,1002,Winona County,county,MN,MN,"Winona, MN",27,169,11/30/2005,
1727,1044,Goodhue County,county,MN,MN,"Red Wing, MN",27,49,11/30/2005,174646.32292845324
2139,1066,Beltrami County,county,MN,MN,"Bemidji, MN",27,7,11/30/2005,
1113,1089,Itasca County,county,MN,MN,"Grand Rapids, MN",27,61,11/30/2005,141572.3501683988
2762,1122,Kandiyohi County,county,MN,MN,"Willmar, MN",27,67,11/30/2005,168597.69899598573
867,1174,Benton County,county,MN,MN,"St. Cloud, MN",27,9,11/30/2005,169825.52474561115
1111,1190,Isanti County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,59,11/30/2005,157533.6369259299
652,1203,Mower County,county,MN,MN,"Austin, MN",27,99,11/30/2005,100879.97493598
1674,1229,Douglas County,county,MN,MN,"Alexandria, MN",27,41,11/30/2005,194248.02882098127
1399,1267,Steele County,county,MN,MN,"Owatonna, MN",27,147,11/30/2005,
1189,1292,McLeod County,county,MN,MN,"Hutchinson, MN",27,85,11/30/2005,144019.04099061526
1588,1307,Carlton County,county,MN,MN,"Duluth, MN-WI",27,17,11/30/2005,
862,1333,Becker County,county,MN,MN,,27,5,11/30/2005,
2456,1355,Nicollet County,county,MN,MN,"Mankato, MN",27,103,11/30/2005,184040.5077307747
2446,1371,Morrison County,county,MN,MN,,27,97,11/30/2005,144553.89094632817
288,1429,Polk County,county,MN,MN,"Grand Forks, ND-MN",27,119,11/30/2005,
2295,1448,Freeborn County,county,MN,MN,"Albert Lea, MN",27,47,11/30/2005,
111,1474,Cass County,county,MN,MN,"Brainerd, MN",27,21,11/30/2005,
282,1494,Pine County,county,MN,MN,,27,115,11/30/2005,
2389,1510,Le Sueur County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,79,11/30/2005,
2965,1592,Mille Lacs County,county,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",27,95,11/30/2005,
405,1612,Brown County,county,MN,MN,"New Ulm, MN",27,15,11/30/2005,
248,1627,Lyon County,county,MN,MN,"Marshall, MN",27,83,11/30/2005,
320,1639,Todd County,county,MN,MN,,27,153,11/30/2005,137716.01067930943
1193,1720,Meeker County,county,MN,MN,,27,93,11/30/2005,
1268,1765,Nobles County,county,MN,MN,"Worthington, MN",27,105,11/30/2005,
2064,1803,Wabasha County,county,MN,MN,"Rochester, MN",27,157,11/30/2005,
1786,1813,Hubbard County,county,MN,MN,,27,57,11/30/2005,164920.48937132166
2263,1815,Fillmore County,county,MN,MN,"Rochester, MN",27,45,11/30/2005,162201.88780494183
483,1830,Dodge County,county,MN,MN,"Rochester, MN",27,39,11/30/2005,
1179,1874,Martin County,county,MN,MN,"Fairmont, MN",27,91,11/30/2005,
1484,1933,Waseca County,county,MN,MN,,27,161,11/30/2005,
1783,1941,Houston County,county,MN,MN,"La Crosse-Onalaska, WI-MN",27,55,11/30/2005,
1831,2098,Kanabec County,county,MN,MN,,27,65,11/30/2005,126268.31604949832
822,2112,Aitkin County,county,MN,MN,,27,1,11/30/2005,
1995,2133,Redwood County,county,MN,MN,,27,127,11/30/2005,
1359,2138,Roseau County,county,MN,MN,,27,135,11/30/2005,
1390,2158,Sibley County,county,MN,MN,,27,143,11/30/2005,
2498,2172,Renville County,county,MN,MN,,27,129,11/30/2005,
2996,2219,Pennington County,county,MN,MN,,27,113,11/30/2005,
1463,2223,Wadena County,county,MN,MN,,27,159,11/30/2005,
2697,2231,Faribault County,county,MN,MN,,27,43,11/30/2005,
2200,2310,Chippewa County,county,MN,MN,,27,23,11/30/2005,
3098,2342,Koochiching County,county,MN,MN,,27,71,11/30/2005,
2906,2386,Cottonwood County,county,MN,MN,,27,33,11/30/2005,
2595,2408,Watonwan County,county,MN,MN,,27,165,11/30/2005,
298,2409,Pope County,county,MN,MN,,27,121,11/30/2005,
223,2430,Lake County,county,MN,MN,"Duluth, MN-WI",27,75,11/30/2005,
1803,2484,Jackson County,county,MN,MN,,27,63,11/30/2005,
740,2505,Swift County,county,MN,MN,,27,151,11/30/2005,
306,2509,Rock County,county,MN,MN,,27,133,11/30/2005,125594.18824711187
2041,2512,Stevens County,county,MN,MN,,27,149,11/30/2005,
